Pathway,AMCF,genes
mTOR_Pathway,1.0,AATK AKT1 ALK ANGPTL6 AREG AXL BDNF BMP1 BMP10 BMP2 BMP3 BMP4 BMP5 BMP6 BMP7 BMP8A BTC CLEC11A CREB3L4 CSF1R CTGF CXCL12 DDIT4 DDR1 DDR2 DGKZ DIRAS3 EGF EIF3A EIF3B EIF3C EIF3D EIF3E EIF3F EIF3G EIF3H EIF3I EIF3J EIF4A1 EIF4A2 EIF4B EIF4E EIF4EBP1 EIF4G1 EIF4G2 EIF4G3 EPHA1 EPHA2 EPHA3 EPHA4 EPHA5 EPHA7 EPHA8 EPHB1 EPHB2 EPHB3 EPHB4 FGF1 FGF10 FGF11 FGF12 FGF13 FGF14 FGF16 FGF17 FGF18 FGF19 FGF2 FGF20 FGF21 FGF22 FGF23 FGF4 FGF5 FGF6 FGF7 FGF8 FIGF FKBP1A GAS1 GAS2 GAS6 GAS8 GDF1 GDF10 GDF15 GDF2 GDF5 GDF6 GDF9 GFER GH1 GH2 GHRH GMFG GNRH1 GNRH2 GPC6 GPLD1 HDGF HGF HIF1A HRAS IGF1 IGF2 IGF2AS IL2 IL3 IL6 IL9 INS INSR IRS1 KITLG KLF10 KRAS LEFTY1 LEFTY2 LHB LTBP1 LTBP2 LTBP3 LTBP4 MAPK1 MAPK10 MAPK11 MAPK12 MAPK13 MAPK14 MAPK3 MAPK4 MAPK6 MAPK7 MAPK8 MAPK9 MDK MLST8 MRAS MTOR NGF NRAS NRG1 NRG2 NRG3 NRG4 NTF3 NTF4 NUDT6 OGN PDGFA PDGFB PDGFC PDGFD PDPK1 PENK PGF PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PLD2 PLD3 PPAP2B PPBP PPP2CA PPP2CB PPP2R1A PPP2R1B PPP2R2A PPP2R2B PPP2R2C PPP2R3A PPP2R3B PPP2R4 PPP2R5A PPP2R5B PPP2R5C PPP2R5D PPP2R5E PRKAA2 PRKCA PRKCB PRKCD PRKCE PRKCG PRKCH PRKCI PRKCQ PRKCSH PRKCZ PRKD1 PRKD3 PROK1 PSIP1 PTN RAC1 RAC2 RAC3 RHEB RHOA RHOB RHOC RHOD RHOG RHOH RICTOR RND2 RND3 RPS6 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA4 RPS6KA6 RPS6KB1 RPTOR RRAS RRAS2 SEMA3A SEMA4B SEMA4G SEMA5A SPON1 STK11 TBRG1 TDGF1 TGFA TGFB1 TGFB2 TGFB3 THPO TIMP1 TIMP2 TIMP3 TIMP4 TSC1 TSC2 TYMP UTS2 VEGFB VEGFC 
mTOR_Pathway_Actin_organization,0.0,DIRAS3 MLST8 MTOR PRKCA PRKCB PRKCD PRKCE PRKCG PRKCH PRKCI PRKCQ PRKCZ PRKD1 PRKD3 RAC1 RAC2 RAC3 RHEB RHOA RHOB RHOC RHOD RHOG RHOH RND2 RND3 RPTOR 
mTOR_Pathway_Akt_signaling,0.0,AKT1 MLST8 MTOR PDPK1 RHEB RPTOR 
mTOR_Pathway_Scanning,0.0,EIF3A EIF3B EIF3C EIF3D EIF3F EIF3G EIF3H EIF3I EIF3J EIF4A1 EIF4A2 EIF4B EIF4E EIF4G1 EIF4G2 EIF4G3 RPS6 RPS6KB1 
mTOR_Pathway_Translation_on,0.0,EIF3A EIF3B EIF3C EIF3D EIF3F EIF3G EIF3H EIF3I EIF3J EIF4A1 EIF4A2 EIF4B EIF4E EIF4EBP1 EIF4G1 EIF4G2 EIF4G3 MLST8 MTOR PPP2CA PPP2CB PPP2R1A PPP2R1B1 PPP2R2A PPP2R2B PPP2R2C PPP2R3A PPP2R3B PPP2R4 PPP2R5A PPP2R5B PPP2R5C PPP2R5D PPP2R5E RPS6 RPTOR 
mTOR_Pathway_VEGF_pathway,0.0,HIF1A MLST8 MTOR RPTOR VEGFA 
NGF_m_Pathway,-1.0,BAX MAP2K4 MAP3K1 MAP3K2 MAP3K3 MAP3K4 MAP3K5 MAPK10 MAPK8 MAPK9 NGF NGFR SMPD1 SMPD2 SMPD3 TP53 TRAF2 TRAF4 
NGF_m_Pathway_Apoptosis,0.0,BAX MAPK10 MAPK8 MAPK9 NGF NGFR SMPD1 SMPD2 SMPD3 TP53 TRAF2 TRAF4 TRAF6 
NGF_p_Pathway,1.0,AKT1 ARAF ATF4 BRAF CDC42 CREB1 CREB3 CREB3L4 CREBBP CRK ELK1 FRS3 GAB1 GRB2 HRAS KRAS MAP2K1 MAP2K2 MAPK1 MAPK3 MAPK7 MRAS MYC NFKB1 NFKB2 NGF NGFR NRAS NTRK1 PDPK1 PIK3C2A PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PLCG1 PLCG2 PRKCD PRKCZ PTPN11 RAC1 RAC2 RAC3 RAF1 RAP1A RAP1B REL RELA RELB RHOA RHOG ROCK1 ROCK2 RPS6KA1 RRAS RRAS2 SHC1 SHC2 SHC3 SNTA1 SOS1 SOS2 SRF TRAF6 TRIO 
NHEJ_mechanisms_of_DSBs_repair_effect,0.0,BRCA1 CSNK2A1 CSNK2B DCLRE1C FEN1 LIG4 MRE11A NBN PNKP POLM PRKDC RAD50 SIRT1 WRN XRCC4 XRCC5 XRCC6 
Notch_Pathway,1.0,ADAM17 FBXW7 HAT1 HDAC1 HDAC10 HDAC11 HDAC2 HDAC3 HDAC4 HDAC5 HDAC6 HDAC7 HDAC8 HDAC9 LFNG MAML1 MAML2 MAML3 MFNG NCOR2 NCSTN NOTCH1 NOTCH2 NOTCH3 NOTCH4 PSEN1 PSEN2 RBPJ RFNG SNW1 
Nucleotide_excision_repair_effect,0.0,CCNH CETN2 COPS2 CUL4A DDB1 DDB2 ERCC1 ERCC2 ERCC4 ERCC5 ERCC6 ERCC8 LIG1 LIG3 PCNA POLD1 POLD2 POLD3 POLD4 POLE POLR2A RAD23A RAD23B RFC2 RPA1 RPA2 RPA3 RPA4 UBB XAB2 XPA XPC 
p38_m_Signaling_Pathway,-1.0,AATK ACVR1 ACVR2B ACVRL1 ALK ANGPT1 ANGPT2 ANGPT4 ANGPTL1 ANGPTL6 AP2A1 AREG ARHGEF7 ATF2 AXL BAX BCL2 BDNF BMP1 BMP10 BMP15 BMP2 BMP3 BMP4 BMP5 BMP6 BMP7 BMP8A BMP8B BMPR1A BMPR1B BMPR2 BTC BTK CASP3 CASP6 CCL1 CCL11 CCL13 CCL14 CCL15 CCL16 CCL17 CCL18 CCL19 CCL2 CCL20 CCL21 CCL22 CCL23 CCL24 CCL25 CCL26 CCL27 CCL28 CCL3 CCL3L1 CCL4 CCL4L1 CCL4L2 CCL5 CCL7 CCL8 CCR1 CCR10 CCR2 CCR3 CCR4 CCR5 CCR6 CCR7 CCR8 CCR9 CCRL2 CD2 CD247 CD27 CD3D CD3E CD3G CD4 CD40 CD40LG CD70 CD80 CDC25C CDC42 CEBPA CEBPG CER1 CLEC11A CREB1 CSF1 CSF1R CSF2 CSF2RA CSF2RB CSF3 CSF3R CTGF CTLA4 CX3CL1 CX3CR1 CXCL1 CXCL10 CXCL11 CXCL12 CXCL13 CXCL14 CXCL16 CXCL2 CXCL3 CXCL5 CXCL6 CXCL9 CXCR1 CXCR2 CXCR3 CXCR4 CXCR5 CXCR6 DAP DAXX DDIT3 DDR1 DDR2 EGF EGFR ELK1 ELK4 EPHA1 EPHA2 EPHA3 EPHA4 EPHA5 EPHA7 EPHA8 EPHB1 EPHB2 EPHB3 EPHB4 EPHB6 EPOR ERBB2 ERBB3 ERBB4 ETV1 FAS FASLG FGF1 FGF10 FGF11 FGF12 FGF13 FGF14 FGF16 FGF17 FGF18 FGF19 FGF2 FGF20 FGF21 FGF22 FGF23 FGF4 FGF5 FGF6 FGF7 FGF8 FGFR1 FGFR2 FGFR3 FGFR4 FIGF FLT1 FLT3 FLT4 FOSL1 FPR2 GAS1 GAS2 GAS6 GAS8 GDF1 GDF10 GDF15 GDF2 GDF5 GDF6 GDF9 GFER GH1 GH2 GHRH GMFG GNA11 GNA12 GNA13 GNA14 GNA15 GNAI1 GNAI2 GNAI3 GNAL GNAO1 GNAQ GNAS GNAT1 GNAT2 GNAT3 GNAZ GNB1 GNB2 GNB3 GNB4 GNB5 GNG10 GNG11 GNG12 GNG13 GNG2 GNG3 GNG4 GNG5 GNG7 GNG8 GNGT1 GNGT2 GNRH1 GNRH2 GPC6 GRB2 HDGF HGF HRAS HRH4 HSPB1 IGF1 IGF1R IGF2 IGF2AS IL10 IL10RA IL10RB IL11 IL11RA IL12A IL12B IL12RB1 IL12RB2 IL13 IL13RA1 IL13RA2 IL15 IL15RA IL16 IL17A IL17RA IL17RC IL18 IL18R1 IL19 IL1A IL1B IL1R1 IL1R2 IL2 IL20 IL20RA IL21 IL22 IL22RA1 IL23A IL23R IL24 IL26 IL2RA IL2RB IL2RG IL3 IL3RA IL4 IL4R IL5 IL5RA IL6 IL6R IL7 IL7R IL8 IL9 IL9R INSR INSRR IRAK1 IRAK2 IRAK3 IRAK4 JUNB JUND KDR KIT KITLG KLF10 KRAS LCK LEFTY1 LEFTY2 LHB LIF LIFR LMTK2 LMTK3 LTA LTBP1 LTBP2 LTBP3 LTBP4 MAP2K3 MAP2K6 MAP3K1 MAP3K10 MAP3K3 MAP3K4 MAP3K5 MAP3K7 MAP3K8 MAPK11 MAPK12 MAPK13 MAPK14 MAPK8IP2 MAPKAPK2 MAPKAPK3 MAPKAPK5 MAX MDK MEF2A MEF2B MEF2C MEF2D MERTK MET MKNK1 MKNK2 MRAS MST1R MUSK NFKB1 NGF NGFR NPTN NRAS NRG1 NRG2 NRG3 NRG4 NTF3 NTF4 NTRK1 NTRK2 NTRK3 NUDT6 OGN OSM OSMR PAK1 PDGFA PDGFB PDGFC PDGFD PDGFRA PDGFRB PENK PF4 PF4V1 PGF PIP PLCB1 PLCB2 PLCB3 PLCB4 PLCD1 PLCD3 PLCD4 PLCE1 PLCG1 PLCG2 PLCZ1 PPAP2B PPBP PRKCA PRKCB PRKCD PRKCE PRKCG PRKCH PRKCI PRKCQ PRKCZ PRKD1 PRKD3 PROK1 PSIP1 PTK7 PTN RAC1 RALA RALB RALGDS RET RIPK1 ROR1 ROR2 ROS1 RPS6KA5 RRAS RRAS2 RYK SEMA3A SEMA4B SEMA4G SEMA5A SHC1 SHC2 SHC3 SOS1 SOS2 SP1 SPAG9 SPON1 SRC STAT1 TAB1 TAB2 TAOK2 TBRG1 TDGF1 TEK TGFA TGFB1 TGFB2 TGFB3 TGFBR1 THPO TIE1 TIMP1 TIMP2 TIMP3 TIMP4 TNF TNFAIP6 TNFRSF10A TNFRSF10B TNFRSF10C TNFRSF10D TNFRSF11A TNFRSF12A TNFRSF13B TNFRSF13C TNFRSF14 TNFRSF17 TNFRSF18 TNFRSF1A TNFRSF1B TNFRSF21 TNFRSF25 TNFRSF4 TNFRSF8 TNFRSF9 TNFSF10 TNFSF11 TNFSF12 TNFSF13 TNFSF13B TNFSF14 TNFSF18 TNFSF4 TNFSF8 TNFSF9 TP53 TRADD TRAF2 TRAF6 TYMP TYRO3 UTS2 VEGFB VEGFC XCR1 ZAP70 
p38_p_Signaling_Pathway,0.0,AATK ACVR1 ACVR2B ACVRL1 ALK ANGPT1 ANGPT2 ANGPT4 ANGPTL1 ANGPTL6 AP2A1 AREG ARHGEF7 ATF2 AXL BAX BCL2 BDNF BMP1 BMP10 BMP15 BMP2 BMP3 BMP4 BMP5 BMP6 BMP7 BMP8A BMP8B BMPR1A BMPR1B BMPR2 BTC BTK CASP3 CASP6 CCL1 CCL11 CCL13 CCL14 CCL15 CCL16 CCL17 CCL18 CCL19 CCL2 CCL20 CCL21 CCL22 CCL23 CCL24 CCL25 CCL26 CCL27 CCL28 CCL3 CCL3L1 CCL4 CCL4L1 CCL4L2 CCL5 CCL7 CCL8 CCR1 CCR10 CCR2 CCR3 CCR4 CCR5 CCR6 CCR7 CCR8 CCR9 CCRL2 CD2 CD247 CD27 CD3D CD3E CD3G CD4 CD40 CD40LG CD70 CD80 CDC25C CDC42 CEBPA CEBPG CER1 CLEC11A CREB1 CSF1 CSF1R CSF2 CSF2RA CSF2RB CSF3 CSF3R CTGF CTLA4 CX3CL1 CX3CR1 CXCL1 CXCL10 CXCL11 CXCL12 CXCL13 CXCL14 CXCL16 CXCL2 CXCL3 CXCL5 CXCL6 CXCL9 CXCR1 CXCR2 CXCR3 CXCR4 CXCR5 CXCR6 DAP DAXX DDIT3 DDR1 DDR2 EGF EGFR ELK1 ELK4 EPHA1 EPHA2 EPHA3 EPHA4 EPHA5 EPHA7 EPHA8 EPHB1 EPHB2 EPHB3 EPHB4 EPHB6 EPOR ERBB2 ERBB3 ERBB4 ETV1 FAS FASLG FGF1 FGF10 FGF11 FGF12 FGF13 FGF14 FGF16 FGF17 FGF18 FGF19 FGF2 FGF20 FGF21 FGF22 FGF23 FGF4 FGF5 FGF6 FGF7 FGF8 FGFR1 FGFR2 FGFR3 FGFR4 FIGF FLT1 FLT3 FLT4 FOSL1 FPR2 GAS1 GAS2 GAS6 GAS8 GDF1 GDF10 GDF15 GDF2 GDF5 GDF6 GDF9 GFER GH1 GH2 GHRH GMFG GNA11 GNA12 GNA13 GNA14 GNA15 GNAI1 GNAI2 GNAI3 GNAL GNAO1 GNAQ GNAS GNAT1 GNAT2 GNAT3 GNAZ GNB1 GNB2 GNB3 GNB4 GNB5 GNG10 GNG11 GNG12 GNG13 GNG2 GNG3 GNG4 GNG5 GNG7 GNG8 GNGT1 GNGT2 GNRH1 GNRH2 GPC6 GRB2 HDGF HGF HRAS HRH4 HSPB1 IGF1 IGF1R IGF2 IGF2AS IL10 IL10RA IL10RB IL11 IL11RA IL12A IL12B IL12RB1 IL12RB2 IL13 IL13RA1 IL13RA2 IL15 IL15RA IL16 IL17A IL17RA IL17RC IL18 IL18R1 IL19 IL1A IL1B IL1R1 IL1R2 IL2 IL20 IL20RA IL21 IL22 IL22RA1 IL23A IL23R IL24 IL26 IL2RA IL2RB IL2RG IL3 IL3RA IL4 IL4R IL5 IL5RA IL6 IL6R IL7 IL7R IL8 IL9 IL9R INSR INSRR IRAK1 IRAK2 IRAK3 IRAK4 JUNB JUND KDR KIT KITLG KLF10 KRAS LCK LEFTY1 LEFTY2 LHB LIF LIFR LMTK2 LMTK3 LTA LTBP1 LTBP2 LTBP3 LTBP4 MAP2K3 MAP2K6 MAP3K1 MAP3K10 MAP3K3 MAP3K4 MAP3K5 MAP3K7 MAP3K8 MAPK11 MAPK12 MAPK13 MAPK14 MAPK8IP2 MAPKAPK2 MAPKAPK3 MAPKAPK5 MAX MDK MEF2A MEF2B MEF2C MEF2D MERTK MET MKNK1 MKNK2 MRAS MST1R MUSK NFKB1 NGF NGFR NPTN NRAS NRG1 NRG2 NRG3 NRG4 NTF3 NTF4 NTRK1 NTRK2 NTRK3 NUDT6 OGN OSM OSMR PAK1 PDGFA PDGFB PDGFC PDGFD PDGFRA PDGFRB PENK PF4 PF4V1 PGF PIP PLCB1 PLCB2 PLCB3 PLCB4 PLCD1 PLCD3 PLCD4 PLCE1 PLCG1 PLCG2 PLCZ1 PPAP2B PPBP PRKCA PRKCB PRKCD PRKCE PRKCG PRKCH PRKCI PRKCQ PRKCZ PRKD1 PRKD3 PROK1 PSIP1 PTK7 PTN PXN RAC1 RALA RALB RALGDS RET RIPK1 ROR1 ROR2 ROS1 RPS6KA5 RRAS RRAS2 RYK SEMA3A SEMA4B SEMA4G SEMA5A SHC1 SHC2 SHC3 SOS1 SOS2 SP1 SPAG9 SPON1 SRC STAT1 TAB1 TAB2 TAOK2 TBRG1 TDGF1 TEK TGFA TGFB1 TGFB2 TGFB3 TGFBR1 THPO TIE1 TIMP1 TIMP2 TIMP3 TIMP4 TNF TNFAIP6 TNFRSF10A TNFRSF10B TNFRSF10C TNFRSF10D TNFRSF11A TNFRSF12A TNFRSF13B TNFRSF13C TNFRSF14 TNFRSF17 TNFRSF18 TNFRSF1A TNFRSF1B TNFRSF21 TNFRSF25 TNFRSF4 TNFRSF8 TNFRSF9 TNFSF10 TNFSF11 TNFSF12 TNFSF13 TNFSF13B TNFSF14 TNFSF18 TNFSF4 TNFSF8 TNFSF9 TP53 TRADD TRAF2 TRAF6 TYMP TYRO3 UTS2 VEGFB VEGFC XCR1 ZAP70 
p53_Signaling_m_Pathway,-1.0,ABL1 AKT1 AKT2 AKT3 ATM ATR BAI1 BAX BCL2 BRCA1 CASP1 CASP10 CASP2 CASP3 CASP4 CASP5 CASP6 CASP7 CASP8 CASP9 CCND1 CCNE1 CDK2 CDK4 CDKN1A CHEK1 CHEK2 CSNK1D DDR1 E2F1 E2F2 E2F3 E2F4 E2F5 E2F6 EP300 FAS FOS GADD45A GADD45B GADD45G GSK3B HIF1A HIPK2 KAT2B MAPK10 MAPK11 MAPK12 MAPK13 MAPK14 MAPK8 MAPK9 MDM2 PIAS1 PML PRKDC PTEN RB1 SFN SIRT1 SIRT2 SIRT3 SIRT4 SIRT5 SIRT6 SIRT7 THBS1 TNFRSF10B TP53 UBB UBC UBD 
p53_Signaling_m_Pathway_p53_Degradation,0.0,ABL1 DDR1 MDM2 PSMA1 PSMA2 PSMA3 PSMA4 PSMA5 PSMA6 PSMA7 PSMB1 PSMB10 PSMB2 PSMB3 PSMB4 PSMB5 PSMB6 PSMB7 PSMB8 PSMB9 PSMC1 PSMC2 PSMC3 PSMC4 PSMC5 PSMC6 PSMD1 PSMD2 PSMD3 PSMD4 PSMD5 PSMD6 PSMD7 PTEN SFN TP53 UBB UBC UBD 
PAK_Pathway,1.0,ACTA1 ACTA2 ACTB ACTG1 ACTG2 ANGPT1 ANGPT2 ANGPT4 ANGPTL1 ANGPTL6 AREG ARFGAP1 ARFGAP3 BAX BCL2 BDNF BMP1 BMP10 BMP15 BMP2 BMP3 BMP4 BMP5 BMP6 BMP7 BMP8A BMP8B BTC BTK CASP1 CASP10 CASP2 CASP3 CASP4 CASP5 CASP6 CASP7 CASP8 CASP9 CCL1 CCL11 CCL13 CCL14 CCL15 CCL16 CCL17 CCL18 CCL19 CCL2 CCL20 CCL21 CCL22 CCL23 CCL24 CCL25 CCL26 CCL27 CCL28 CCL3 CCL3L1 CCL4 CCL4L1 CCL4L2 CCL5 CCL7 CCL8 CD2 CD40LG CD70 CDC42 CER1 CFL1 CFL2 CLEC11A CSF1 CSF2 CSF3 CTGF CX3CL1 CXCL1 CXCL10 CXCL11 CXCL12 CXCL13 CXCL14 CXCL16 CXCL2 CXCL3 CXCL5 CXCL6 CXCL9 DAP DSCAM EGFR FASLG FGF1 FGF10 FGF11 FGF12 FGF13 FGF14 FGF16 FGF17 FGF18 FGF19 FGF2 FGF20 FGF21 FGF22 FGF23 FGF4 FGF5 FGF6 FGF7 FGF8 FGFR1 FGFR2 FGFR3 FGFR4 FIGF FLT1 FLT4 GAS1 GAS2 GAS6 GAS8 GDF10 GDF15 GDF2 GDF5 GDF6 GDF9 GFER GH1 GH2 GHRH GLG1 GMFG GNRH1 GNRH2 GPC6 HBEGF HDGF HGF IGF1 IGF1R IGF2 IGF2AS IGF2R IL10 IL11 IL12A IL12B IL13 IL15 IL16 IL17A IL18 IL19 IL1A IL1B IL2 IL20 IL21 IL22 IL23A IL24 IL26 IL2RA IL3 IL4 IL5 IL6 IL7 IL8 IL9 KDR KIT KITLG KLF10 LEFTY1 LEFTY2 LHB LIF LIMK1 LIMK2 LTA LTBP1 LTBP2 LTBP3 LTBP4 MAP2K4 MAP2K7 MAP3K1 MAPK10 MAPK8 MAPK9 MDK MET MYH1 MYH10 MYH11 MYH13 MYH14 MYH15 MYH16 MYH2 MYH3 MYH4 MYH6 MYH7 MYH7B MYH8 MYH9 MYL1 MYL12A MYL12B MYL2 MYL3 MYL4 MYL5 MYL6 MYL7 MYL9 MYLK MYLPF MYO10 MYO15A MYO18B MYO1A MYO1B MYO1C MYO1D MYO1E MYO1F MYO1G MYO3A MYO3B MYO5A MYO5B MYO5C MYO6 MYO7A MYO7B MYO9A MYO9B NGF NGFR NRG1 NRG2 NRG3 NRG4 NRP1 NRP2 NTF3 NTF4 NTRK1 NTRK2 NTRK3 NUDT6 OGFR OGN OSM PAK1 PAK1IP1 PAK2 PAK3 PAK4 PAK6 PAK7 PDGFA PDGFB PDGFC PDGFD PDGFRA PDGFRB PF4 PF4V1 PGF PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PPAP2B PPBP PPP1CB PPP1R12A PPP1R12B PROK1 PSIP1 PTK2 PTK2B PTN PXN RAC1 RAC2 RAC3 RHOA ROCK1 ROCK2 SEMA3A SEMA4B SEMA4G SEMA5A SPON1 TBRG1 TDGF1 TGFA TGFB1 TGFB2 TGFB3 TGFBR1 TGFBR3 THPO TIMP1 TIMP2 TIMP3 TIMP4 TNF TNFSF11 TNFSF12 TNFSF13 TNFSF13B TNFSF14 TNFSF18 TNFSF4 TNFSF8 TNFSF9 TYMP UTS2 VEGFB VEGFC 
PAK_Pathway_Actin_Cytoskeleton,0.0,ACTA1 ACTA2 ACTB ACTG1 ACTG2 ANGPT1 ANGPT2 ANGPT4 ANGPTL1 BAX BCL2 BMP1 BMP10 BMP15 BMP2 BMP3 BMP4 BMP6 BMP7 BMP8B CASP1 CASP10 CASP2 CASP3 CASP4 CASP5 CASP6 CASP7 CASP8 CASP9 CCL1 CCL11 CCL13 CCL14 CCL15 CCL16 CCL17 CCL18 CCL19 CCL2 CCL20 CCL21 CCL22 CCL23 CCL24 CCL25 CCL26 CCL28 CCL3 CCL3L1 CCL4 CCL4L1 CCL4L2 CCL5 CCL7 CCL8 CD2 CD4 CD70 CDC42 CER1 CSF1 CSF2 CSF3 CX3CL1 CXCL1 CXCL10 CXCL12 CXCL13 CXCL14 CXCL16 CXCL2 CXCL3 CXCL6 CXCL9 DAP DSCAM EGFR FASLG FGFR1 FGFR3 FGFR3 FGFR4 FLT1 FLT4 GLG1 HBEGF HGF IGF1R IGF2R IL10 IL11 IL12A IL12B IL13 IL16 IL17A IL18 IL19 IL1A IL1B IL2 IL20 IL21 IL22 IL23A IL24 IL2RA IL3 IL4 IL6 IL7 IL8 IL9 KDR KIT LIF LTA MET MYH10 MYH11 MYH13 MYH14 MYH15 MYH16 MYH2 MYH3 MYH6 MYH7 MYH7B MYH8 MYH9 MYL1 MYL12A MYL12B MYL2 MYL3 MYL4 MYL5 MYL6 MYL7 MYL9 MYLK MYLPF MYO15A MYO18B MYO1A MYO1B MYO1C MYO1D MYO1E MYO1F MYO1G MYO3A MYO3B MYO5A MYO5B MYO6 MYO7A MYO7B MYO9A MYO9B NGFR NRP1 NRP2 NTRK1 NTRK2 NTRK3 OGFR OSM PAK1 PAK1IP1 PAK2 PAK3 PAK4 PAK6 PAK7 PDGFRA PDGFRB PF4 PF4V1 PIK3C2A PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 RAC1 RAC2 RAC3 TGFB3 TGFBR1 TGFBR3 TNFRSF1A TNFSF10 TNFSF11 TNFSF12 TNFSF13 TNFSF13B TNFSF14 TNFSF18 TNFSF4 TNFSF8 TNFSF9 WAS 
PAK_Pathway_Myosin_Activation,0.0,MAP2K4 MAP2K7 MAP3K1 MYH10 MYH11 MYH13 MYH14 MYH15 MYH16 MYH2 MYH3 MYH4 MYH6 MYH7 MYH7B MYH8 MYH9 MYL1 MYL12A MYL12B MYL2 MYL3 MYL4 MYL5 MYL6 MYL7 MYL9 MYO10 MYO15A MYO18B MYO1A MYO1B MYO1C MYO1D MYO1E MYO1F MYO1G MYO3A MYO3B MYO5A MYO5B MYO5C MYO6 MYO7A MYO7B MYO9A MYO9B PAK1 PAK2 PAK3 PAK4 PAK6 PAK7 PPP1R12A PPP1R12B RHOA ROCK1 ROCK2 
PPAR_Pathway,1.0,ADCY1 ADCY2 ADCY3 AKT1 ANGPTL6 AREG BDNF BMP1 BMP2 BMP3 BMP4 BMP5 BMP6 BMP7 BTC CLEC11A CLEC14A CREBBP CTGF CXCL12 EGF EGFR EP300 FGF1 FGF10 FGF11 FGF12 FGF13 FGF14 FGF16 FGF17 FGF18 FGF19 FGF2 FGF20 FGF21 FGF22 FGF23 FGF4 FGF5 FGF6 FGF7 FGF8 FGFR1 FGFR2 FGFR3 FGFR4 FIGF FLT1 FLT4 GAS1 GAS2 GAS6 GAS8 GDF10 GDF15 GDF5 GDF9 GFER GH1 GH2 GHRH GLG1 GMFG GNAS GNRH1 GNRH2 GPC6 GRB2 HBEGF HDGF HGF HRAS IGF1 IGF1R IGF2 IGF2AS IGF2R IL2 IL2RA IL3 IL6 IL9 ITGA1 ITGA10 ITGA11 ITGA2 ITGA2B ITGA3 ITGA4 ITGA5 ITGA6 ITGA7 ITGA8 ITGA9 ITGAD ITGAE ITGAL ITGAM ITGAV ITGAX ITGB1 ITGB2 ITGB3 ITGB4 ITGB5 ITGB6 ITGB7 ITGB8 KDR KIT KITLG KLF10 KRAS LEFTY1 LEFTY2 LHB LTA LTBP1 LTBP2 LTBP3 LTBP4 MAP2K1 MAP2K3 MAP2K6 MAP3K7 MAPK1 MAPK11 MAPK12 MAPK13 MAPK14 MAPK3 MDK MET MRAS NCOA1 NGF NGFR NRAS NRG1 NRG2 NRG3 NRG4 NRP1 NRP2 NTF3 NTF4 NTRK1 NTRK2 NTRK3 NUDT6 OGFR OGN PDGFA PDGFB PDGFD PDGFRA PDGFRB PGF PIK3R1 PIK3R2 PIK3R3 PIK3R3 PIK3R4 PPAP2B PPARA PPARD PPARG PPARGC1A PPBP PRKACA PRKACB PRKACG PRKAR1A PRKAR1B PRKAR2A PRKAR2B PROK1 PSIP1 PTN RAF1 RRAS RRAS2 RXRA RXRB RXRG SEMA3A SEMA4B SEMA4G SEMA5A SHC1 SHC2 SHC3 SOS1 SOS2 SPON1 TBRG1 TDGF1 TGFA TGFB1 TGFB2 TGFB3 TGFBR1 TGFBR3 THPO TIMP1 TIMP2 TIMP3 TIMP4 TNF TNFRSF1A TNFRSF1B TYMP UTS2 VEGFA VEGFB VEGFC 
PTEN_Pathway,-1.0,AKT1 AKT2 AKT3 ARAF BCAR1 BRAF CDC42 EPYC FGF10 GRB2 HRAS KRAS MAGI2 MAGI3 MAP2K1 MAP2K2 MAPK1 MAPK3 MDM2 MRAS MTOR NRAS PDPK1 PIK3C2A PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PLCG1 PLCG2 PRKCA PRKCB PRKCD PRKCE PRKCG PRKCH PRKCI PRKCQ PRKCZ PRKD1 PRKD3 PTEN PTK2 PTK2B PXN RAC1 RAC2 RAC3 RAF1 RPS6KB1 RRAS RRAS2 SHC1 SHC2 SHC3 SOS1 SOS2 TP53 
RANK_Signaling_in_Osteoclast_Pathway,1.0,ACTA1 ACTA2 ACTB ACTG1 ACTG2 ARAF BIRC2 BIRC3 BRAF CBL CHUK ELK1 FOS GSN IKBKB IKBKE IKBKG JUN MAP2K1 MAP2K2 MAP2K7 MAP3K1 MAP3K14 MAP3K2 MAP3K3 MAP3K4 MAP3K5 MAP3K7 MAPK1 MAPK10 MAPK11 MAPK12 MAPK13 MAPK14 MAPK3 MAPK8 MAPK9 MITF NFAT5 NFATC1 NFATC2 NFATC3 NFATC4 NFKB1 NFKB2 NFKBIA NFKBIB NFKBIE PIK3C2A PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PTK2B RAF1 REL RELA RELB SRC TAB2 TNFRSF11A TNFSF11 TRAF2 TRAF5 TRAF6 XIAP 
